,index,Institute,Academic Program Name,Quota,Category,Gender,Opening Rank,Closing Rank,Round,Course Time,Degree Type,IIT,State
47350,47350,Indian Institute of Technology Bhubaneswar,Electronics and Communication Engineering,AI,GEN,Gender-Neutral,3159,4571,6,4,Bachelor of Technology,1,Odisha
47351,47351,Indian Institute of Technology Kharagpur,Mining Engineering,AI,GEN,Female-only (including Supernumerary),16220,16942,6,4,Bachelor of Technology,1,West Bengal
47352,47352,Indian Institute of Technology Kharagpur,Mining Engineering,AI,EWS,Gender-Neutral,1149,1432,6,4,Bachelor of Technology,1,West Bengal
47353,47353,Indian Institute of Technology Kharagpur,Mining Engineering,AI,EWS,Female-only (including Supernumerary),3018,3018,6,4,Bachelor of Technology,1,West Bengal
47354,47354,Indian Institute of Technology Kharagpur,Mining Engineering,AI,OBC-NCL,Gender-Neutral,2862,3579,6,4,Bachelor of Technology,1,West Bengal
47355,47355,Indian Institute of Technology Kharagpur,Mining Engineering,AI,OBC-NCL,Female-only (including Supernumerary),7416,7746,6,4,Bachelor of Technology,1,West Bengal
47356,47356,Indian Institute of Technology Kharagpur,Mining Engineering,AI,SC,Gender-Neutral,1743,2059,6,4,Bachelor of Technology,1,West Bengal
47357,47357,Indian Institute of Technology Kharagpur,Mining Engineering,AI,SC,Female-only (including Supernumerary),3015,3123,6,4,Bachelor of Technology,1,West Bengal
47358,47358,Indian Institute of Technology Kharagpur,Mining Engineering,AI,ST,Gender-Neutral,800,1004,6,4,Bachelor of Technology,1,West Bengal
47359,47359,Indian Institute of Technology Kharagpur,Mining Engineering,AI,ST,Female-only (including Supernumerary),1542,1542,6,4,Bachelor of Technology,1,West Bengal
47360,47360,Indian Institute of Technology Jammu,Computer Science and Engineering,AI,GEN,Gender-Neutral,3062,4602,6,4,Bachelor of Technology,1,Jammu and Kashmir
47361,47361,Indian Institute of Technology Kharagpur,Mining Engineering,AI,GEN,Female-only (including Supernumerary),17128,19411,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47362,47362,Indian Institute of Technology Kharagpur,Mining Engineering,AI,EWS,Gender-Neutral,1497,1534,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47363,47363,Indian Institute of Technology Kharagpur,Mining Engineering,AI,OBC-NCL,Gender-Neutral,3599,3983,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47364,47364,Indian Institute of Technology Kharagpur,Mining Engineering,AI,OBC-NCL,Female-only (including Supernumerary),8422,8422,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47365,47365,Indian Institute of Technology Kharagpur,Mining Engineering,AI,SC,Gender-Neutral,2079,2244,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47366,47366,Indian Institute of Technology Kharagpur,Mining Engineering,AI,SC,Female-only (including Supernumerary),3516,3516,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47367,47367,Indian Institute of Technology Kharagpur,Mining Engineering,AI,ST,Gender-Neutral,1065,1166,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47368,47368,Indian Institute of Technology Kanpur,Chemical Engineering,AI,GEN,Gender-Neutral,2504,4649,6,4,Bachelor of Technology,1,Uttar Pradesh
47369,47369,Indian Institute of Technology Kharagpur,Mining Safety Engineering,AI,GEN,Female-only (including Supernumerary),18055,20265,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47370,47370,Indian Institute of Technology Kharagpur,Mining Safety Engineering,AI,EWS,Gender-Neutral,1688,1711,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47371,47371,Indian Institute of Technology Kharagpur,Mining Safety Engineering,AI,OBC-NCL,Gender-Neutral,3598,4143,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47372,47372,Indian Institute of Technology Kharagpur,Mining Safety Engineering,AI,OBC-NCL,Female-only (including Supernumerary),8617,8617,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47373,47373,Indian Institute of Technology Kharagpur,Mining Safety Engineering,AI,SC,Gender-Neutral,2263,2450,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47374,47374,Indian Institute of Technology Kharagpur,Mining Safety Engineering,AI,SC,Female-only (including Supernumerary),3837,3837,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47375,47375,Indian Institute of Technology Kharagpur,Mining Safety Engineering,AI,ST,Gender-Neutral,1108,1108,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47376,47376,Indian Institute of Technology Madras,Chemical Engineering,AI,GEN,Gender-Neutral,1276,4677,6,4,Bachelor of Technology,1,Tamilnadu
47377,47377,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,GEN,Female-only (including Supernumerary),13783,15927,6,4,Bachelor of Technology,1,West Bengal
47378,47378,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,EWS,Gender-Neutral,1345,1453,6,4,Bachelor of Technology,1,West Bengal
47379,47379,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,EWS,Female-only (including Supernumerary),3130,3130,6,4,Bachelor of Technology,1,West Bengal
47380,47380,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,OBC-NCL,Gender-Neutral,3157,3620,6,4,Bachelor of Technology,1,West Bengal
47381,47381,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,OBC-NCL,Female-only (including Supernumerary),7556,7719,6,4,Bachelor of Technology,1,West Bengal
47382,47382,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,SC,Gender-Neutral,1895,2024,6,4,Bachelor of Technology,1,West Bengal
47383,47383,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,SC,Female-only (including Supernumerary),3185,3185,6,4,Bachelor of Technology,1,West Bengal
47384,47384,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,ST,Gender-Neutral,973,1032,6,4,Bachelor of Technology,1,West Bengal
47385,47385,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,ST,Female-only (including Supernumerary),1400,1400,6,4,Bachelor of Technology,1,West Bengal
47386,47386,Indian Institute of Technology Kanpur,Aerospace Engineering,AI,GEN,Gender-Neutral,3218,4683,6,4,Bachelor of Technology,1,Uttar Pradesh
47387,47387,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,GEN,Female-only (including Supernumerary),15162,16710,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47388,47388,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,EWS,Gender-Neutral,1565,1703,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47389,47389,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,EWS,Female-only (including Supernumerary),3637,3637,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47390,47390,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,OBC-NCL,Gender-Neutral,3337,3785,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47391,47391,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,OBC-NCL,Female-only (including Supernumerary),7919,8125,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47392,47392,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,SC,Gender-Neutral,2138,2325,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47393,47393,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,SC,Female-only (including Supernumerary),3313,3313,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47394,47394,Indian Institute of Technology Kharagpur,Ocean Engineering and Naval Architecture,AI,ST,Gender-Neutral,1124,1273,6,5,Bachelor and Master of Technology (Dual Degree),1,West Bengal
47395,47395,Indian Institute of Technology Palakkad,Computer Science and Engineering,AI,GEN,Gender-Neutral,3301,4718,6,4,Bachelor of Technology,1,Kerala
47396,47396,Indian Institute of Technology Kharagpur,Physics,AI,GEN,Female-only (including Supernumerary),14043,17376,6,4,Bachelor of Science,1,West Bengal
47397,47397,Indian Institute of Technology Kharagpur,Physics,AI,EWS,Gender-Neutral,1658,1922,6,4,Bachelor of Science,1,West Bengal
47398,47398,Indian Institute of Technology Kharagpur,Physics,AI,EWS,Female-only (including Supernumerary),3499,3499,6,4,Bachelor of Science,1,West Bengal
47399,47399,Indian Institute of Technology Kharagpur,Physics,AI,OBC-NCL,Gender-Neutral,3328,4052,6,4,Bachelor of Science,1,West Bengal
47400,47400,Indian Institute of Technology Kharagpur,Physics,AI,OBC-NCL,Female-only (including Supernumerary),8173,8373,6,4,Bachelor of Science,1,West Bengal
47401,47401,Indian Institute of Technology Kharagpur,Physics,AI,SC,Gender-Neutral,1958,2536,6,4,Bachelor of Science,1,West Bengal
47402,47402,Indian Institute of Technology Kharagpur,Physics,AI,SC,Female-only (including Supernumerary),3444,3444,6,4,Bachelor of Science,1,West Bengal
47403,47403,Indian Institute of Technology Kharagpur,Physics,AI,ST,Gender-Neutral,1193,1327,6,4,Bachelor of Science,1,West Bengal
47404,47404,Indian Institute of Technology Kharagpur,Physics,AI,ST,Female-only (including Supernumerary),205P,205P,6,4,Bachelor of Science,1,West Bengal
47405,47405,Indian Institute of Technology Bombay,Environmental Science and Engineering,AI,GEN,Gender-Neutral,3926,4736,6,5,Bachelor and Master of Technology (Dual Degree),1,Maharashtra
47406,47406,Indian Institute of Technology Hyderabad,Artificial Intelligence,AI,GEN,Female-only (including Supernumerary),2194,2316,6,4,Bachelor of Technology,1,Telangana
47407,47407,Indian Institute of Technology Hyderabad,Artificial Intelligence,AI,EWS,Gender-Neutral,92,98,6,4,Bachelor of Technology,1,Telangana
47408,47408,Indian Institute of Technology Hyderabad,Artificial Intelligence,AI,EWS,Female-only (including Supernumerary),362,362,6,4,Bachelor of Technology,1,Telangana
47409,47409,Indian Institute of Technology Hyderabad,Artificial Intelligence,AI,OBC-NCL,Gender-Neutral,324,427,6,4,Bachelor of Technology,1,Telangana
47410,47410,Indian Institute of Technology Hyderabad,Artificial Intelligence,AI,OBC-NCL,Female-only (including Supernumerary),646,720,6,4,Bachelor of Technology,1,Telangana
47411,47411,Indian Institute of Technology Hyderabad,Artificial Intelligence,AI,SC,Gender-Neutral,181,216,6,4,Bachelor of Technology,1,Telangana
47412,47412,Indian Institute of Technology Hyderabad,Artificial Intelligence,AI,SC,Female-only (including Supernumerary),610,610,6,4,Bachelor of Technology,1,Telangana
47413,47413,Indian Institute of Technology Hyderabad,Artificial Intelligence,AI,ST,Gender-Neutral,82,95,6,4,Bachelor of Technology,1,Telangana
47414,47414,Indian Institute of Technology (ISM) Dhanbad,Mathematics and Computing,AI,GEN,Gender-Neutral,3183,4750,6,5,Integrated Master of Technology,1,Jharkhand
47415,47415,Indian Institute of Technology Hyderabad,Biomedical Engineering,AI,GEN,Female-only (including Supernumerary),11785,12043,6,4,Bachelor of Technology,1,Telangana
47416,47416,Indian Institute of Technology Hyderabad,Biomedical Engineering,AI,EWS,Gender-Neutral,1859,1916,6,4,Bachelor of Technology,1,Telangana
47417,47417,Indian Institute of Technology Hyderabad,Biomedical Engineering,AI,OBC-NCL,Gender-Neutral,3322,3656,6,4,Bachelor of Technology,1,Telangana
47418,47418,Indian Institute of Technology Hyderabad,Biomedical Engineering,AI,OBC-NCL,Female-only (including Supernumerary),5618,5618,6,4,Bachelor of Technology,1,Telangana
47419,47419,Indian Institute of Technology Hyderabad,Biomedical Engineering,AI,SC,Gender-Neutral,1867,2140,6,4,Bachelor of Technology,1,Telangana
47420,47420,Indian Institute of Technology Hyderabad,Biomedical Engineering,AI,SC,Female-only (including Supernumerary),2698,2698,6,4,Bachelor of Technology,1,Telangana
47421,47421,Indian Institute of Technology Hyderabad,Biomedical Engineering,AI,ST,Gender-Neutral,944,944,6,4,Bachelor of Technology,1,Telangana
47422,47422,Indian Institute of Technology Dharwad,Computer Science and Engineering,AI,GEN,Gender-Neutral,3944,4777,6,4,Bachelor of Technology,1,Karnataka
47423,47423,Indian Institute of Technology Hyderabad,Biotechnology and Bioinformatics,AI,GEN,Female-only (including Supernumerary),10714,10714,6,4,Bachelor of Technology,1,Telangana
47424,47424,Indian Institute of Technology Hyderabad,Biotechnology and Bioinformatics,AI,EWS,Gender-Neutral,1697,1697,6,4,Bachelor of Technology,1,Telangana
47425,47425,Indian Institute of Technology Hyderabad,Biotechnology and Bioinformatics,AI,EWS,Female-only (including Supernumerary),2914,2914,6,4,Bachelor of Technology,1,Telangana
47426,47426,Indian Institute of Technology Hyderabad,Biotechnology and Bioinformatics,AI,OBC-NCL,Gender-Neutral,3270,3645,6,4,Bachelor of Technology,1,Telangana
47427,47427,Indian Institute of Technology Hyderabad,Biotechnology and Bioinformatics,AI,OBC-NCL,Female-only (including Supernumerary),5893,5893,6,4,Bachelor of Technology,1,Telangana
47428,47428,Indian Institute of Technology Hyderabad,Biotechnology and Bioinformatics,AI,SC,Gender-Neutral,1829,1903,6,4,Bachelor of Technology,1,Telangana
47429,47429,Indian Institute of Technology Hyderabad,Biotechnology and Bioinformatics,AI,ST,Gender-Neutral,939,939,6,4,Bachelor of Technology,1,Telangana
47430,47430,Indian Institute of Technology Delhi,Biotechnology and Biochemical Engineering,AI,GEN,Gender-Neutral,2747,4797,6,4,Bachelor of Technology,1,New Delhi
47431,47431,Indian Institute of Technology Hyderabad,Chemical Engineering,AI,GEN,Female-only (including Supernumerary),10056,11329,6,4,Bachelor of Technology,1,Telangana
47432,47432,Indian Institute of Technology Hyderabad,Chemical Engineering,AI,EWS,Gender-Neutral,1075,1216,6,4,Bachelor of Technology,1,Telangana
47433,47433,Indian Institute of Technology Hyderabad,Chemical Engineering,AI,EWS,Female-only (including Supernumerary),1723,1723,6,4,Bachelor of Technology,1,Telangana
47434,47434,Indian Institute of Technology Hyderabad,Chemical Engineering,AI,OBC-NCL,Gender-Neutral,2480,2915,6,4,Bachelor of Technology,1,Telangana
47435,47435,Indian Institute of Technology Hyderabad,Chemical Engineering,AI,OBC-NCL,Female-only (including Supernumerary),5247,5494,6,4,Bachelor of Technology,1,Telangana
47436,47436,Indian Institute of Technology Hyderabad,Chemical Engineering,AI,SC,Gender-Neutral,1464,1639,6,4,Bachelor of Technology,1,Telangana
47437,47437,Indian Institute of Technology Hyderabad,Chemical Engineering,AI,SC,Female-only (including Supernumerary),1285,1285,6,4,Bachelor of Technology,1,Telangana
47438,47438,Indian Institute of Technology Hyderabad,Chemical Engineering,AI,ST,Gender-Neutral,689,880,6,4,Bachelor of Technology,1,Telangana
47439,47439,Indian Institute of Technology Hyderabad,Chemical Engineering,AI,ST,Female-only (including Supernumerary),877,877,6,4,Bachelor of Technology,1,Telangana
47440,47440,Indian Institute of Technology Madras,Aerospace Engineering,AI,GEN,Gender-Neutral,4647,4819,6,5,Bachelor and Master of Technology (Dual Degree),1,Tamilnadu
